               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.020337,           0.0053629,                   0,             0.97906,             0.99272,             0.99195,             0.76468,            0.017203,            0.003161,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.020438,           0.0054532,                   0,              0.9804,             0.98938,             0.99115,             0.76521,            0.016966,           0.0031277,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.020507,           0.0053513,                   0,             0.98197,             0.98938,             0.99323,             0.77548,             0.01692,           0.0031446,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.020984,           0.0055096,                   0,             0.98387,             0.98726,             0.99311,             0.77348,            0.016978,           0.0031302,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,            0.019996,           0.0052176,                   0,             0.98043,             0.98938,             0.99347,              0.7742,            0.016856,           0.0031162,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.019759,           0.0048729,                   0,               0.981,             0.98679,             0.99317,             0.76984,            0.016978,           0.0031499,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.019902,           0.0049482,                   0,             0.98334,             0.98514,             0.99309,             0.76348,            0.017099,           0.0031187,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,            0.019662,           0.0053063,                   0,             0.98313,             0.98974,             0.99246,             0.76935,            0.017145,           0.0031036,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.019947,           0.0052849,                   0,              0.9824,             0.98726,             0.99187,             0.75888,            0.017582,            0.003107,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.021018,           0.0050906,                   0,             0.98106,             0.98952,             0.99235,             0.77268,            0.017165,           0.0030967,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.019376,           0.0059468,                   0,             0.97896,             0.98938,             0.99104,             0.77991,            0.016276,           0.0030149,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.019898,           0.0051172,                   0,             0.97699,             0.99157,             0.99245,             0.77771,            0.016446,           0.0030664,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.019755,            0.004934,                   0,              0.9831,             0.98777,             0.99371,             0.78139,            0.016527,           0.0031058,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.020201,           0.0049008,                   0,             0.98623,             0.98514,             0.99325,             0.76837,            0.017342,           0.0031374,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.019581,           0.0055403,                   0,             0.98225,             0.98938,             0.99263,             0.77591,            0.016781,           0.0030567,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.020237,           0.0048932,                   0,             0.98725,             0.98669,              0.9924,             0.77212,            0.016741,           0.0030802,                   0,            0.006634,            0.006634,            0.006634
                 172,              0.0198,           0.0050921,                   0,             0.98463,             0.98726,             0.99307,             0.77341,            0.016842,           0.0031125,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.019755,           0.0051325,                   0,             0.98309,             0.98726,             0.99365,             0.77716,            0.016896,           0.0031223,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.020101,           0.0052528,                   0,             0.98267,             0.98938,             0.99371,             0.77686,            0.016805,           0.0030855,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.019092,           0.0049074,                   0,             0.98473,             0.99151,              0.9938,             0.78143,            0.016138,           0.0030531,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.020419,           0.0052417,                   0,             0.98728,               0.989,             0.99435,             0.77581,            0.016427,           0.0030742,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.019207,           0.0049968,                   0,             0.98316,             0.99138,             0.99392,             0.77662,            0.017022,            0.003101,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.019717,           0.0050852,                   0,             0.98419,             0.98938,             0.99373,             0.78333,            0.016567,           0.0031005,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.018429,            0.004913,                   0,             0.98448,             0.99151,              0.9943,             0.77971,            0.016543,           0.0030736,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.018709,            0.004847,                   0,             0.98369,             0.99151,             0.99384,             0.78036,            0.016227,           0.0030161,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.020665,           0.0055175,                   0,             0.98596,             0.99151,             0.99341,             0.76699,            0.017148,           0.0030679,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.019058,           0.0051208,                   0,             0.98355,             0.98089,             0.99135,             0.75895,            0.017538,           0.0031451,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.020279,           0.0051411,                   0,               0.986,             0.98938,             0.99304,             0.76284,             0.01724,           0.0030674,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.020752,           0.0054144,                   0,             0.98282,             0.99151,             0.99444,             0.77614,            0.016497,           0.0030392,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.019338,           0.0050476,                   0,             0.98235,             0.99151,             0.99451,             0.78521,            0.015917,           0.0030221,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.019052,           0.0047732,                   0,              0.9842,             0.98938,              0.9942,              0.7889,            0.016071,           0.0030104,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.019894,           0.0057055,                   0,             0.98726,             0.98722,             0.99393,             0.77564,            0.016405,           0.0030528,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.018357,           0.0049358,                   0,             0.97899,             0.98951,              0.9942,             0.78238,            0.016453,           0.0030898,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.019573,           0.0053402,                   0,             0.98132,             0.98938,             0.99309,             0.76896,             0.01709,           0.0030892,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,             0.01904,           0.0051039,                   0,             0.98111,             0.99235,             0.99383,             0.78686,             0.01637,           0.0030471,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,            0.018445,           0.0049318,                   0,             0.98318,             0.99304,             0.99424,             0.78742,            0.016108,            0.002999,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.018391,           0.0051166,                   0,             0.98111,             0.99225,             0.99417,             0.78991,            0.016135,           0.0029728,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.018923,           0.0050736,                   0,             0.98299,             0.99151,             0.99404,             0.79713,             0.01598,           0.0029896,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.018289,           0.0047758,                   0,             0.98526,             0.99344,             0.99452,             0.78342,            0.016428,           0.0030207,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.019152,           0.0047212,                   0,             0.98547,             0.99363,             0.99474,             0.77533,            0.016475,           0.0030198,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.019446,           0.0048193,                   0,             0.98092,             0.98938,             0.99427,             0.77427,            0.016509,           0.0030242,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.018983,           0.0049617,                   0,             0.98021,             0.99151,              0.9942,             0.78522,            0.016323,           0.0029923,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.018941,           0.0050721,                   0,             0.98108,             0.99061,             0.99397,             0.79116,            0.016003,           0.0029898,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.018844,           0.0049499,                   0,             0.97877,             0.98726,             0.99352,             0.79402,            0.015666,           0.0029801,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.019634,             0.00513,                   0,             0.97898,             0.98881,              0.9933,             0.79067,            0.015983,            0.002942,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.018902,           0.0048604,                   0,             0.97897,             0.98837,             0.99277,             0.78239,            0.016254,           0.0029692,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.018103,           0.0048095,                   0,             0.98272,             0.98726,             0.99385,             0.78554,            0.016196,           0.0029758,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.018908,           0.0052828,                   0,             0.97493,             0.99067,             0.99296,             0.78355,            0.016314,           0.0029592,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.018382,           0.0050991,                   0,             0.97846,             0.99363,             0.99318,             0.77245,            0.016734,           0.0030304,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.018339,           0.0049431,                   0,             0.97501,             0.99418,             0.99371,              0.7736,            0.016371,           0.0030374,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.018291,           0.0051704,                   0,             0.97705,             0.99446,             0.99371,             0.77488,            0.016225,           0.0030074,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.018402,           0.0048695,                   0,             0.97583,             0.99363,             0.99373,             0.78532,            0.015946,           0.0029902,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.019239,           0.0049614,                   0,             0.97913,             0.99599,             0.99418,             0.78464,            0.015904,            0.002969,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.019638,           0.0049301,                   0,             0.97912,             0.99564,             0.99433,              0.7915,            0.015844,           0.0029577,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.019289,           0.0047812,                   0,             0.97689,             0.99788,             0.99427,             0.78814,            0.016026,           0.0029682,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.018468,           0.0047231,                   0,             0.98095,             0.99363,             0.99437,             0.78171,            0.016268,           0.0030273,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.018416,           0.0047268,                   0,             0.98317,             0.99222,             0.99419,             0.77567,            0.016473,           0.0030233,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.018063,            0.004544,                   0,             0.98063,             0.99363,             0.99382,             0.78742,            0.016082,           0.0029582,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.018932,           0.0046638,                   0,              0.9811,              0.9921,             0.99342,              0.7895,            0.016003,           0.0029696,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.019036,           0.0050035,                   0,             0.97931,             0.99363,              0.9933,             0.79089,            0.015462,           0.0029343,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.018997,           0.0051651,                   0,             0.97958,             0.99363,             0.99417,             0.78936,            0.015385,           0.0029274,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.018508,           0.0050981,                   0,             0.98116,             0.99505,             0.99399,             0.79537,            0.015469,            0.002946,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.018253,           0.0047062,                   0,             0.97566,             0.98938,             0.99288,             0.78542,            0.015592,           0.0029501,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.017354,           0.0049455,                   0,               0.977,             0.99228,             0.99309,             0.79128,            0.015416,           0.0029327,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.018318,           0.0048561,                   0,             0.97666,             0.99151,             0.99371,             0.79832,            0.015212,           0.0029214,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.018242,           0.0049642,                   0,             0.97662,             0.99788,              0.9939,             0.78989,            0.015658,           0.0029208,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.017655,           0.0048125,                   0,             0.97861,             0.99788,             0.99379,             0.79763,            0.015391,           0.0029208,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,             0.01792,            0.004924,                   0,              0.9812,             0.99749,             0.99398,             0.79194,            0.015316,           0.0029237,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.018183,           0.0048647,                   0,             0.98116,             0.99529,              0.9937,              0.7948,            0.015389,           0.0029406,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.018746,           0.0046979,                   0,             0.98161,             0.99363,             0.99391,             0.78364,            0.016073,           0.0029904,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.018315,           0.0050281,                   0,             0.97909,             0.99575,             0.99391,             0.79823,            0.015398,           0.0029115,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.019089,           0.0049396,                   0,             0.97693,             0.99151,             0.99394,             0.77818,            0.016322,           0.0029329,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017284,           0.0046194,                   0,             0.98059,             0.99363,             0.99374,             0.79439,            0.015266,           0.0028865,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.017407,           0.0047248,                   0,             0.97501,             0.99385,             0.99372,             0.78707,            0.015887,           0.0029681,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.018004,           0.0047946,                   0,             0.98282,             0.97877,              0.9939,             0.79888,             0.01518,           0.0029378,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.018029,            0.004869,                   0,             0.98405,             0.98726,             0.99414,             0.78685,            0.015834,           0.0029763,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.018244,           0.0047686,                   0,             0.98322,             0.99513,             0.99394,             0.79908,            0.015469,           0.0029256,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.017942,           0.0047828,                   0,             0.98076,             0.99363,             0.99402,             0.80402,             0.01525,           0.0028951,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.017529,           0.0045614,                   0,             0.98166,             0.98514,             0.99376,             0.79308,            0.015513,           0.0029087,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.018416,           0.0045773,                   0,             0.98305,             0.98505,             0.99394,              0.7964,            0.015579,            0.002914,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.016695,           0.0043823,                   0,             0.97847,             0.99575,             0.99399,             0.80055,            0.015063,           0.0028768,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.018158,           0.0048757,                   0,              0.9873,             0.99028,             0.99448,             0.79092,            0.015436,           0.0029109,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,             0.01815,           0.0047847,                   0,             0.98545,             0.98089,             0.99425,             0.77921,            0.016012,           0.0029358,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.018872,           0.0048031,                   0,             0.98104,             0.99363,              0.9939,             0.78718,            0.015948,           0.0029195,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.017482,           0.0048932,                   0,             0.97912,              0.9955,               0.994,              0.7799,            0.016106,           0.0029489,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.017722,           0.0047276,                   0,             0.98324,              0.9967,             0.99455,             0.79703,            0.015587,           0.0029042,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.016947,           0.0045395,                   0,             0.98523,             0.99141,             0.99439,              0.8052,            0.014917,           0.0028664,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.016851,           0.0044122,                   0,             0.98454,             0.99363,             0.99439,             0.80824,            0.014713,           0.0028221,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.017309,           0.0048283,                   0,             0.98731,             0.99131,             0.99411,             0.80599,            0.014951,           0.0028599,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.018458,           0.0048869,                   0,             0.98526,             0.99363,             0.99321,             0.80226,            0.015414,           0.0029221,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.017269,           0.0048004,                   0,             0.98051,             0.99788,             0.99262,             0.80753,            0.015102,             0.00293,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.017111,           0.0045255,                   0,             0.98117,              0.9956,             0.99257,              0.8096,            0.015067,           0.0028894,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.018198,           0.0052834,                   0,             0.97653,             0.99363,             0.99325,             0.81242,            0.014916,           0.0028717,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.018261,           0.0054418,                   0,             0.97689,             0.99363,              0.9937,             0.80749,            0.015168,           0.0029132,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,             0.01765,           0.0048381,                   0,             0.97853,             0.99151,             0.99398,             0.80138,            0.015239,            0.002922,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.017207,           0.0045494,                   0,             0.98115,             0.99465,             0.99376,             0.79638,            0.015131,            0.002893,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.016257,           0.0044393,                   0,             0.97857,             0.98938,             0.99381,             0.79912,            0.015127,            0.002877,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.016913,           0.0045806,                   0,             0.97685,             0.98938,             0.99363,             0.79544,            0.015536,           0.0029175,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.017273,           0.0049971,                   0,             0.97869,             0.99151,             0.99352,             0.80625,            0.015007,           0.0028838,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,             0.01784,            0.004737,                   0,             0.97802,             0.99151,             0.99387,             0.80572,            0.014858,           0.0028525,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,             0.01739,           0.0047645,                   0,             0.98114,             0.99396,             0.99397,             0.80915,            0.014699,           0.0028231,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.018496,           0.0049924,                   0,             0.98321,             0.99472,             0.99336,             0.80131,            0.015037,           0.0028497,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.017472,           0.0047339,                   0,             0.97879,             0.99575,             0.99243,             0.79924,            0.014968,           0.0028614,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018468,           0.0047951,                   0,             0.97911,             0.99498,             0.99192,             0.80579,             0.01471,           0.0028309,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.017016,           0.0045196,                   0,             0.97892,             0.99575,             0.99207,             0.80102,            0.014732,           0.0028228,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017805,           0.0049036,                   0,             0.97672,             0.99363,             0.99218,             0.80274,            0.014946,            0.002831,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.017905,           0.0047468,                   0,             0.97906,             0.99278,             0.99242,             0.81646,            0.014393,           0.0028244,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.018008,           0.0047867,                   0,             0.97906,             0.99265,             0.99237,             0.81152,            0.014466,           0.0028527,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.016093,           0.0046778,                   0,             0.97906,             0.99259,             0.99247,             0.80357,            0.014829,           0.0028864,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.017412,            0.004596,                   0,             0.97823,             0.99363,             0.99321,             0.80358,            0.015007,           0.0028886,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.016489,            0.004398,                   0,             0.97503,             0.99575,             0.99308,             0.79823,            0.014959,           0.0028689,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.016442,           0.0043647,                   0,             0.97475,             0.99788,             0.99397,             0.80767,            0.014807,            0.002854,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.016698,           0.0050534,                   0,             0.97879,             0.99575,             0.99433,              0.7973,            0.015317,           0.0028745,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018825,           0.0049704,                   0,             0.98112,             0.99295,             0.99417,             0.79706,            0.015029,           0.0028637,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016653,           0.0046792,                   0,             0.97775,             0.98938,             0.99389,             0.80449,             0.01483,           0.0028264,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.016758,           0.0044544,                   0,             0.97862,             0.99151,             0.99401,             0.80178,            0.014951,            0.002828,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.017516,           0.0047301,                   0,             0.97796,             0.99151,             0.99422,             0.80681,            0.014871,           0.0028281,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.016262,           0.0044508,                   0,             0.97876,             0.99151,             0.99413,             0.80535,            0.014805,           0.0028118,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.017034,           0.0044468,                   0,             0.98314,             0.99021,             0.99433,             0.80489,            0.014661,           0.0027966,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.017345,           0.0046904,                   0,             0.98725,             0.98674,             0.99422,             0.80412,            0.014687,           0.0027757,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.016926,           0.0047855,                   0,             0.98942,             0.99271,             0.99476,             0.80781,            0.014601,           0.0027616,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.016743,           0.0045176,                   0,             0.98112,             0.99298,             0.99435,             0.80208,             0.01522,           0.0028142,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.016508,           0.0042486,                   0,             0.97867,             0.99151,             0.99411,              0.8068,            0.014552,           0.0027945,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.016565,            0.004633,                   0,             0.97865,             0.99151,             0.99365,             0.80733,            0.014773,           0.0028271,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.016147,           0.0045197,                   0,             0.98321,             0.99448,             0.99422,             0.80241,            0.014661,           0.0027832,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.016657,           0.0043871,                   0,             0.98526,             0.99575,             0.99437,             0.79256,            0.015008,           0.0028061,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.017196,           0.0046272,                   0,             0.98525,             0.99304,             0.99407,             0.81769,            0.014169,            0.002747,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.017136,           0.0041995,                   0,              0.9851,             0.99151,             0.99416,             0.80423,            0.014743,           0.0027947,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.017135,           0.0043211,                   0,             0.99143,             0.98235,             0.99433,             0.80497,            0.014602,           0.0028012,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.016155,           0.0046285,                   0,             0.98619,             0.98726,             0.99437,             0.80864,            0.014199,            0.002755,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.017186,           0.0044494,                   0,             0.97982,             0.99151,             0.99419,             0.80587,             0.01432,           0.0027575,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.016555,           0.0044226,                   0,             0.97878,             0.98938,             0.99397,             0.81775,            0.014023,           0.0027339,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018673,           0.0050821,                   0,             0.97803,             0.98938,             0.99422,             0.81332,             0.01438,           0.0027729,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.016394,           0.0043313,                   0,             0.98465,             0.99151,             0.99452,             0.80998,              0.0146,           0.0027845,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.017703,           0.0046847,                   0,             0.98461,             0.99151,             0.99442,             0.80675,            0.014427,           0.0027483,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.016566,           0.0044328,                   0,             0.98498,             0.99151,             0.99442,             0.80741,            0.014587,           0.0027611,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.016665,            0.004697,                   0,             0.98313,             0.98979,             0.99429,              0.8105,            0.014326,           0.0027402,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016749,           0.0047548,                   0,             0.98322,             0.99503,             0.99426,             0.81618,            0.014293,           0.0027273,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.016389,           0.0044899,                   0,             0.98113,             0.99349,             0.99435,             0.81104,            0.014403,           0.0027255,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,             0.01537,           0.0043377,                   0,             0.98112,             0.99296,             0.99424,              0.8171,            0.014262,           0.0027045,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.016116,           0.0042831,                   0,             0.98938,             0.98927,             0.99434,             0.80551,            0.014785,           0.0027487,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.015842,           0.0046369,                   0,             0.98615,             0.98514,             0.99437,             0.81082,            0.014119,           0.0027145,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.015553,           0.0043105,                   0,             0.98722,             0.98375,             0.99424,             0.80982,            0.014445,           0.0027511,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016936,           0.0045094,                   0,             0.98721,              0.9832,             0.99402,             0.80436,            0.014434,           0.0027692,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.016215,            0.004409,                   0,             0.99145,             0.98477,             0.99448,             0.81266,            0.014152,           0.0027379,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.015176,           0.0042292,                   0,             0.98067,             0.99575,             0.99459,              0.8158,            0.014104,           0.0027216,                   0,             0.00406,             0.00406,             0.00406
                 302,             0.01702,           0.0044968,                   0,             0.98117,             0.99551,              0.9945,              0.8143,            0.014573,           0.0027724,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,             0.01705,           0.0046452,                   0,             0.98752,             0.98726,             0.99461,             0.80618,            0.014858,           0.0028276,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.016794,           0.0048096,                   0,             0.98936,             0.98739,             0.99461,             0.81681,            0.014331,           0.0027538,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017315,           0.0046643,                   0,             0.98523,             0.99162,             0.99452,              0.8184,            0.014147,           0.0027086,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.016319,           0.0044477,                   0,             0.98375,             0.99151,              0.9945,             0.82138,            0.014134,           0.0027145,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.016265,           0.0044471,                   0,             0.98272,             0.99363,             0.99437,             0.81679,            0.014202,           0.0027456,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016273,           0.0045277,                   0,             0.98938,             0.98905,             0.99441,             0.81395,            0.014464,           0.0027596,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016073,           0.0046114,                   0,             0.98321,             0.99493,             0.99446,             0.80851,            0.014533,           0.0027663,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016457,           0.0044024,                   0,             0.98896,             0.98726,             0.99461,             0.82151,            0.014068,           0.0027204,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.015947,           0.0042003,                   0,             0.99127,             0.98514,             0.99461,             0.81311,             0.01421,           0.0027052,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.017285,           0.0044659,                   0,             0.98681,             0.98938,             0.99457,             0.81483,              0.0145,           0.0027448,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.015922,           0.0045188,                   0,             0.98655,             0.98938,             0.99461,             0.80306,            0.014892,           0.0028003,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.016481,           0.0044252,                   0,             0.98775,             0.98726,             0.99463,             0.80283,            0.014544,           0.0027539,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.016249,           0.0045647,                   0,             0.98102,             0.98753,             0.99406,             0.81874,            0.014085,           0.0026997,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.016219,           0.0046044,                   0,             0.98145,             0.98514,             0.99404,              0.8262,            0.013831,           0.0026969,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.015469,            0.004161,                   0,             0.98518,             0.98766,             0.99451,             0.81997,            0.014119,           0.0027194,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015844,           0.0042864,                   0,             0.98933,             0.98465,             0.99449,             0.82933,            0.013623,           0.0026984,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.016146,           0.0043837,                   0,             0.98988,             0.98089,             0.99453,             0.82038,            0.013977,           0.0027056,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.015747,           0.0043554,                   0,             0.99357,             0.98431,             0.99459,             0.82571,            0.013865,           0.0026915,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.016096,           0.0045097,                   0,             0.99249,             0.98301,             0.99453,             0.82372,            0.014001,           0.0026967,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.016268,           0.0046016,                   0,             0.98079,             0.99575,             0.99444,             0.80695,            0.014159,            0.002726,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.015181,           0.0040794,                   0,             0.98067,             0.99575,              0.9945,             0.81686,            0.014045,           0.0027056,                   0,           0.0036244,           0.0036244,           0.0036244
