               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.029516,           0.0076273,                   0,             0.93655,             0.97452,             0.97746,             0.62818,            0.024913,           0.0042381,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.030415,           0.0069821,                   0,             0.95342,             0.95966,              0.9779,             0.60824,            0.026974,           0.0043327,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.029214,           0.0068979,                   0,             0.95167,             0.96146,             0.97677,             0.61476,            0.025683,           0.0042677,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.030989,           0.0072933,                   0,             0.95474,             0.96603,             0.98024,             0.62354,             0.02594,           0.0042482,                   0,            0.006634,            0.006634,            0.006634
                  36,             0.02756,           0.0067078,                   0,              0.9401,             0.96635,             0.96699,             0.59065,            0.026221,           0.0043011,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.028487,           0.0067162,                   0,             0.94693,              0.9724,             0.98192,             0.65719,             0.02424,           0.0041395,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.029542,           0.0067631,                   0,             0.95665,             0.97665,             0.98618,             0.64855,            0.023753,           0.0040917,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.028119,           0.0069157,                   0,             0.95367,             0.96603,             0.97401,             0.65233,              0.0237,            0.004091,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.028368,           0.0068021,                   0,             0.96615,             0.95329,             0.97852,             0.66323,            0.023337,           0.0040607,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.027078,           0.0062359,                   0,             0.95611,             0.97135,             0.98188,             0.63834,            0.024817,             0.00405,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.028081,           0.0070305,                   0,             0.95971,             0.96096,             0.97577,             0.64874,            0.024049,           0.0040469,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.026825,           0.0065541,                   0,              0.9563,             0.97573,             0.98187,             0.66154,            0.023565,           0.0039825,                   0,            0.005842,            0.005842,            0.005842
                  44,             0.02703,           0.0065891,                   0,             0.94853,             0.98089,             0.98573,              0.6425,            0.023565,           0.0040081,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.026954,           0.0064227,                   0,             0.95113,             0.98301,             0.98611,             0.65803,            0.023584,           0.0039294,                   0,            0.005644,            0.005644,            0.005644
                  46,             0.02634,           0.0064414,                   0,             0.96118,              0.9724,             0.97541,             0.65098,            0.024178,           0.0039225,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.026179,            0.006465,                   0,             0.96675,             0.96603,             0.97948,             0.68959,            0.021968,           0.0038827,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.025752,           0.0064737,                   0,             0.95578,             0.96815,              0.9771,             0.66945,            0.022908,             0.00389,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.025062,           0.0061511,                   0,               0.957,             0.97028,             0.97736,             0.68631,            0.022159,           0.0038539,                   0,            0.005248,            0.005248,            0.005248
                  50,             0.02616,           0.0063351,                   0,             0.96424,             0.97326,             0.98516,             0.69759,            0.021507,           0.0038227,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.025079,           0.0064333,                   0,              0.9477,             0.98514,             0.98232,              0.7046,            0.021163,           0.0037651,                   0,             0.00505,             0.00505,             0.00505
                  52,              0.0237,           0.0060186,                   0,             0.95101,             0.98938,             0.98403,             0.69252,             0.02112,           0.0037979,                   0,            0.004951,            0.004951,            0.004951
                  53,             0.02369,           0.0059384,                   0,             0.96642,             0.97764,             0.97984,             0.67731,            0.021092,           0.0038018,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.024146,           0.0062128,                   0,             0.96641,             0.97743,             0.98711,             0.68503,            0.021591,           0.0037924,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.026372,           0.0063328,                   0,             0.96456,             0.98237,             0.98697,             0.70102,            0.021052,           0.0037859,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.024303,           0.0059451,                   0,             0.96082,             0.98923,              0.9872,             0.68655,            0.021689,           0.0038122,                   0,            0.004555,            0.004555,            0.004555
                  57,               0.024,           0.0060707,                   0,             0.96048,             0.98044,             0.98698,             0.70759,            0.020581,             0.00375,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.023742,           0.0059769,                   0,             0.95279,             0.97877,             0.98493,             0.69775,            0.020918,           0.0037611,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.024951,           0.0064203,                   0,              0.9632,             0.98089,             0.98421,             0.70033,            0.021109,           0.0037084,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.024252,           0.0058531,                   0,             0.96544,             0.98089,             0.98941,             0.71502,            0.020212,           0.0036861,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.024097,           0.0061027,                   0,             0.96637,             0.97615,             0.98426,             0.70526,            0.020428,           0.0036867,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.023074,            0.005922,                   0,             0.96533,             0.97877,             0.98658,             0.72149,            0.019979,           0.0036472,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.022762,           0.0059176,                   0,             0.95838,             0.97782,             0.98414,             0.70768,            0.020359,           0.0036591,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.023158,           0.0058694,                   0,             0.95839,             0.97797,             0.98477,             0.71839,            0.019458,            0.003623,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.021487,           0.0055489,                   0,             0.96867,             0.97028,             0.98252,             0.71598,            0.019493,           0.0036027,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.023577,           0.0060451,                   0,             0.95858,             0.98726,             0.98544,             0.69925,            0.020315,           0.0036478,                   0,            0.003565,            0.003565,            0.003565
                  67,             0.02252,           0.0058059,                   0,             0.97157,             0.97665,             0.98946,             0.72366,            0.019731,           0.0035923,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.022371,           0.0057038,                   0,             0.97016,             0.98301,              0.9885,             0.72292,            0.019138,           0.0035737,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.022145,           0.0055784,                   0,             0.96986,             0.98089,             0.98802,             0.73347,            0.018844,           0.0035717,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.021561,           0.0057565,                   0,             0.97467,             0.98025,             0.98928,             0.73544,            0.018766,           0.0035454,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.022575,           0.0057915,                   0,             0.97666,             0.97739,             0.98686,             0.73732,            0.018759,           0.0035229,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.022661,           0.0057835,                   0,             0.97371,             0.97877,             0.98522,              0.7304,            0.018818,           0.0035214,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.021146,           0.0059185,                   0,             0.97015,             0.97665,             0.98481,             0.74005,            0.018659,           0.0034716,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.022182,           0.0057864,                   0,             0.96448,             0.97994,              0.9853,             0.72927,            0.018738,           0.0035048,                   0,            0.002773,            0.002773,            0.002773
                  75,             0.02059,           0.0056513,                   0,             0.97072,              0.9854,             0.98554,             0.73519,            0.018448,           0.0034628,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.021324,           0.0059351,                   0,             0.96997,             0.98514,             0.98506,             0.73723,            0.017983,           0.0034533,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.021098,           0.0056121,                   0,             0.96863,             0.99151,             0.98591,             0.74791,            0.017893,           0.0034431,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.021552,           0.0059643,                   0,             0.96862,             0.98302,             0.98455,             0.73256,            0.018394,           0.0034441,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.021237,           0.0058881,                   0,              0.9739,             0.98514,             0.98665,             0.74945,            0.017607,           0.0034153,                   0,            0.002278,            0.002278,            0.002278
                  80,              0.0216,           0.0058148,                   0,             0.97475,              0.9835,             0.98749,             0.74235,            0.018107,           0.0034253,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.020774,           0.0052564,                   0,             0.97078,             0.98768,             0.98638,             0.75235,            0.017736,           0.0034091,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.020573,           0.0054405,                   0,             0.97068,             0.98301,             0.98615,             0.74377,             0.01753,           0.0034012,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.020552,           0.0055032,                   0,              0.9734,             0.97877,             0.98733,               0.753,            0.017541,           0.0033929,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.020804,           0.0054133,                   0,             0.97834,             0.97877,             0.98765,             0.75577,            0.017337,           0.0033714,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.020736,           0.0055365,                   0,             0.98082,             0.97737,              0.9877,             0.75326,            0.017515,           0.0033543,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.020442,           0.0053063,                   0,             0.98088,             0.98053,             0.98804,             0.75496,            0.017279,           0.0033327,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.020202,           0.0056345,                   0,              0.9782,             0.98301,             0.98836,             0.75305,            0.017754,           0.0033441,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.020059,           0.0056505,                   0,             0.97479,             0.98509,             0.98777,             0.75692,            0.017001,            0.003298,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.019861,           0.0055906,                   0,             0.97078,             0.98765,             0.98785,             0.74786,            0.017646,            0.003321,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.020368,           0.0056809,                   0,             0.97273,             0.98452,             0.98774,             0.76461,            0.016869,           0.0032785,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.020179,           0.0058239,                   0,             0.97072,             0.98553,             0.98778,             0.76693,            0.016677,           0.0032852,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.019426,           0.0052373,                   0,             0.96494,              0.9933,             0.98739,              0.7615,            0.016897,           0.0033008,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.019011,            0.005253,                   0,             0.96499,             0.99471,             0.98708,             0.75899,            0.016991,           0.0033007,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.019561,           0.0052701,                   0,              0.9659,             0.99151,             0.98745,             0.76441,            0.016803,           0.0032957,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.019512,           0.0054699,                   0,             0.96881,              0.9893,             0.98724,             0.76371,            0.016506,           0.0032742,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.018417,           0.0054098,                   0,             0.96879,              0.9885,             0.98638,             0.75705,            0.016782,            0.003293,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.018889,           0.0055297,                   0,             0.97077,             0.98725,             0.98611,             0.76483,            0.016266,            0.003257,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.019739,           0.0054777,                   0,             0.97004,             0.98726,             0.98661,             0.76271,            0.016498,           0.0032615,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.019397,           0.0050908,                   0,             0.97073,             0.98588,             0.98641,             0.76294,            0.016322,           0.0032586,                   0,            0.000298,            0.000298,            0.000298
